           flux         loglam           ivar
              E              E              E
                                             
   8.168237E+00   3.635000E+00   3.779439E-01
   1.238170E+01   3.635100E+00   3.466182E-01
   9.783159E+00   3.635200E+00   3.543751E-01
   1.053338E+01   3.635300E+00   3.502830E-01
   1.211187E+01   3.635400E+00   3.335145E-01
   1.014203E+01   3.635500E+00   3.438167E-01
   1.122580E+01   3.635600E+00   3.420402E-01
   1.400451E+01   3.635700E+00   3.363952E-01
   1.122331E+01   3.635800E+00   3.664337E-01
   1.002536E+01   3.635900E+00   3.806511E-01
   9.061969E+00   3.636000E+00   3.980045E-01
   1.012238E+01   3.636100E+00   3.863436E-01
   1.148484E+01   3.636200E+00   3.648987E-01
   1.152258E+01   3.636300E+00   3.575441E-01
   1.387527E+01   3.636400E+00   3.513259E-01
   1.080828E+01   3.636500E+00   3.697242E-01
   1.060162E+01   3.636600E+00   3.718334E-01
   1.352101E+01   3.636700E+00   3.537384E-01
   1.547547E+01   3.636800E+00   3.490960E-01
   1.374723E+01   3.636900E+00   3.728024E-01
   1.106770E+01   3.637000E+00   3.839932E-01
   1.247929E+01   3.637100E+00   3.636054E-01
   1.183199E+01   3.637200E+00   3.604284E-01
   9.392402E+00   3.637300E+00   3.963547E-01
   1.364718E+01   3.637400E+00   3.705180E-01
   1.255585E+01   3.637500E+00   3.885445E-01
   1.145306E+01   3.637600E+00   3.857297E-01
   9.705635E+00   3.637700E+00   4.113315E-01
   1.132788E+01   3.637800E+00   3.995207E-01
   1.429578E+01   3.637900E+00   3.599209E-01
   1.227373E+01   3.638000E+00   3.458884E-01
   8.764081E+00   3.638100E+00   3.505914E-01
   9.598767E+00   3.638200E+00   3.386165E-01
   1.230929E+01   3.638300E+00   3.306588E-01
   1.212306E+01   3.638400E+00   3.495592E-01
   1.030017E+01   3.638500E+00   3.628309E-01
   9.050526E+00   3.638600E+00   3.630109E-01
   9.114105E+00   3.638700E+00   3.629191E-01
   1.325293E+01   3.638800E+00   3.409969E-01
   1.143917E+01   3.638900E+00   3.712811E-01
   1.460332E+01   3.639000E+00   3.556913E-01
   1.043239E+01   3.639100E+00   3.696787E-01
   1.000207E+01   3.639200E+00   3.061348E-01
   1.026193E+01   3.639300E+00   2.096917E-01
   9.665085E+00   3.639400E+00   1.697823E-01
   1.505138E+01   3.639500E+00   1.836992E-01
   1.533529E+01   3.639600E+00   2.363576E-01
   8.604800E+00   3.639700E+00   3.118382E-01
   1.152716E+01   3.639800E+00   3.373886E-01
   1.139916E+01   3.639900E+00   3.479443E-01
   1.249192E+01   3.640000E+00   3.592972E-01
   1.694104E+01   3.640100E+00   3.456722E-01
   9.541248E+00   3.640200E+00   4.076813E-01
   9.589384E+00   3.640300E+00   3.921419E-01
   1.181436E+01   3.640400E+00   3.717885E-01
   1.254016E+01   3.640500E+00   3.526431E-01
   1.115856E+01   3.640600E+00   3.445197E-01
   1.205793E+01   3.640700E+00   3.443195E-01
   1.003181E+01   3.640800E+00   3.515475E-01
   1.055388E+01   3.640900E+00   3.425437E-01
   1.292168E+01   3.641000E+00   3.211206E-01
   1.146975E+01   3.641100E+00   3.253897E-01
   1.382903E+01   3.641200E+00   3.176018E-01
   9.616369E+00   3.641300E+00   3.599854E-01
   7.768997E+00   3.641400E+00   4.031042E-01
   1.332033E+01   3.641500E+00   3.482263E-01
   1.124190E+01   3.641600E+00   3.712945E-01
   1.300474E+01   3.641700E+00   3.647859E-01
   1.404950E+01   3.641800E+00   3.293461E-01
   1.173933E+01   3.641900E+00   3.336723E-01
   1.516994E+01   3.642000E+00   3.434834E-01
   1.460076E+01   3.642100E+00   3.765606E-01
   1.037714E+01   3.642200E+00   4.032736E-01
   9.815602E+00   3.642300E+00   3.931544E-01
   1.074227E+01   3.642400E+00   3.597947E-01
   9.584748E+00   3.642500E+00   3.363397E-01
   1.000245E+01   3.642600E+00   3.411102E-01
   1.277380E+01   3.642700E+00   3.640490E-01
   1.294019E+01   3.642800E+00   3.836341E-01
   1.213542E+01   3.642900E+00   3.957647E-01
   1.372060E+01   3.643000E+00   3.527215E-01
   1.196746E+01   3.643100E+00   3.582023E-01
   1.439927E+01   3.643200E+00   3.419862E-01
   1.138794E+01   3.643300E+00   3.939627E-01
   1.092179E+01   3.643400E+00   4.198889E-01
   1.258726E+01   3.643500E+00   4.047605E-01
   1.033851E+01   3.643600E+00   3.847989E-01
   9.031740E+00   3.643700E+00   3.688130E-01
   1.087080E+01   3.643800E+00   3.572820E-01
   1.086969E+01   3.643900E+00   3.657921E-01
   1.188794E+01   3.644000E+00   3.808803E-01
   1.502469E+01   3.644100E+00   3.785239E-01
   1.201934E+01   3.644200E+00   3.977073E-01
   7.969974E+00   3.644300E+00   4.395599E-01
   9.240547E+00   3.644400E+00   4.284437E-01
   1.095738E+01   3.644500E+00   4.075091E-01
   1.264205E+01   3.644600E+00   3.742442E-01
   1.257194E+01   3.644700E+00   3.672955E-01
   1.281853E+01   3.644800E+00   3.682427E-01
   1.111850E+01   3.644900E+00   3.947355E-01
   1.091986E+01   3.645000E+00   4.098431E-01
   1.211010E+01   3.645100E+00   4.098024E-01
   1.157291E+01   3.645200E+00   4.149855E-01
   1.166340E+01   3.645300E+00   4.219021E-01
   1.268743E+01   3.645400E+00   4.015285E-01
   1.032631E+01   3.645500E+00   3.999490E-01
   9.293620E+00   3.645600E+00   3.948876E-01
   9.714597E+00   3.645700E+00   3.905799E-01
   1.186534E+01   3.645800E+00   3.892867E-01
   1.047560E+01   3.645900E+00   4.328985E-01
   1.260157E+01   3.646000E+00   4.054506E-01
   1.541403E+01   3.646100E+00   3.744676E-01
   1.213744E+01   3.646200E+00   2.695545E-01
   9.079329E+00   3.646300E+00   2.777374E-01
   1.013605E+01   3.646400E+00   2.739332E-01
   1.267190E+01   3.646500E+00   1.337843E-01
   1.241176E+01   3.646600E+00   1.336006E-01
   1.009700E+01   3.646700E+00   4.456393E-01
   9.669340E+00   3.646800E+00   4.611694E-01
   1.085371E+01   3.646900E+00   4.554274E-01
   1.138310E+01   3.647000E+00   4.004880E-01
   1.097827E+01   3.647100E+00   3.568632E-01
   1.356479E+01   3.647200E+00   3.443881E-01
   1.079709E+01   3.647300E+00   4.068695E-01
   9.432566E+00   3.647400E+00   4.277861E-01
   7.199853E+00   3.647500E+00   4.779939E-01
   1.137523E+01   3.647600E+00   4.350198E-01
   1.266819E+01   3.647700E+00   4.158337E-01
   1.262431E+01   3.647800E+00   3.988378E-01
   1.159395E+01   3.647900E+00   3.889863E-01
   1.059134E+01   3.648000E+00   4.023563E-01
   1.104240E+01   3.648100E+00   4.224765E-01
   1.047081E+01   3.648200E+00   4.575804E-01
   9.405956E+00   3.648300E+00   4.829752E-01
   1.187640E+01   3.648400E+00   4.591126E-01
   1.243366E+01   3.648500E+00   4.133554E-01
   8.384727E+00   3.648600E+00   4.423186E-01
   8.606091E+00   3.648700E+00   4.245686E-01
   9.753489E+00   3.648800E+00   4.277990E-01
   1.164596E+01   3.648900E+00   4.071735E-01
   1.042622E+01   3.649000E+00   4.344629E-01
   9.371718E+00   3.649100E+00   4.522502E-01
   9.212902E+00   3.649200E+00   4.769434E-01
   1.138540E+01   3.649300E+00   4.824714E-01
   1.132785E+01   3.649400E+00   4.886651E-01
   9.153129E+00   3.649500E+00   4.956085E-01
   9.048920E+00   3.649600E+00   4.756984E-01
   9.887208E+00   3.649700E+00   4.413855E-01
   9.513375E+00   3.649800E+00   4.318452E-01
   9.965940E+00   3.649900E+00   4.296822E-01
   9.948810E+00   3.650000E+00   4.403099E-01
   1.127539E+01   3.650100E+00   4.602149E-01
   1.279655E+01   3.650200E+00   4.619130E-01
   1.063524E+01   3.650300E+00   4.792103E-01
   1.027424E+01   3.650400E+00   4.944004E-01
   1.342005E+01   3.650500E+00   4.447315E-01
   1.147821E+01   3.650600E+00   4.522442E-01
   1.179280E+01   3.650700E+00   4.596236E-01
   1.185016E+01   3.650800E+00   4.579951E-01
   9.583810E+00   3.650900E+00   4.632173E-01
   1.096731E+01   3.651000E+00   4.606908E-01
   9.681612E+00   3.651100E+00   4.994966E-01
   8.600216E+00   3.651200E+00   5.254955E-01
   1.290722E+01   3.651300E+00   4.868535E-01
   1.221393E+01   3.651400E+00   4.863012E-01
   8.869222E+00   3.651500E+00   5.147981E-01
   7.856693E+00   3.651600E+00   5.190576E-01
   1.015252E+01   3.651700E+00   4.812083E-01
   1.061571E+01   3.651800E+00   4.652307E-01
   7.777638E+00   3.651900E+00   5.018084E-01
   8.434480E+00   3.652000E+00   5.261992E-01
   1.148892E+01   3.652100E+00   4.829816E-01
   1.147938E+01   3.652200E+00   4.862800E-01
   9.959000E+00   3.652300E+00   4.978161E-01
   9.855296E+00   3.652400E+00   4.335674E-01
   1.066680E+01   3.652500E+00   3.161984E-01
   1.015385E+01   3.652600E+00   3.533338E-01
   8.381531E+00   3.652700E+00   5.368124E-01
   8.759301E+00   3.652800E+00   5.263597E-01
   1.013199E+01   3.652900E+00   5.160065E-01
   1.002675E+01   3.653000E+00   5.236970E-01
   1.284455E+01   3.653100E+00   4.933026E-01
   1.277616E+01   3.653200E+00   4.913806E-01
   1.058299E+01   3.653300E+00   5.137873E-01
   9.006649E+00   3.653400E+00   5.251370E-01
   1.103006E+01   3.653500E+00   4.847571E-01
   1.039434E+01   3.653600E+00   4.640056E-01
   1.137129E+01   3.653700E+00   4.533210E-01
   1.276570E+01   3.653800E+00   4.714112E-01
   1.060581E+01   3.653900E+00   4.997595E-01
   1.035547E+01   3.654000E+00   5.003849E-01
   1.210545E+01   3.654100E+00   4.944489E-01
   9.983235E+00   3.654200E+00   5.142813E-01
   1.150353E+01   3.654300E+00   4.977445E-01
   1.297974E+01   3.654400E+00   4.986177E-01
   1.028126E+01   3.654500E+00   5.369298E-01
   1.385194E+01   3.654600E+00   4.786569E-01
   9.629011E+00   3.654700E+00   4.966004E-01
   1.038417E+01   3.654800E+00   4.718205E-01
   1.073457E+01   3.654900E+00   4.557897E-01
   1.042700E+01   3.655000E+00   4.808394E-01
   8.245590E+00   3.655100E+00   5.368147E-01
   9.783440E+00   3.655200E+00   5.283496E-01
   1.150007E+01   3.655300E+00   5.134016E-01
   1.242016E+01   3.655400E+00   4.722289E-01
   1.155038E+01   3.655500E+00   4.624008E-01
   1.075739E+01   3.655600E+00   4.829304E-01
   1.120477E+01   3.655700E+00   4.861130E-01
   1.088830E+01   3.655800E+00   4.834013E-01
   1.127542E+01   3.655900E+00   4.791014E-01
   1.238705E+01   3.656000E+00   4.687941E-01
   1.259225E+01   3.656100E+00   4.593677E-01
   1.238625E+01   3.656200E+00   4.654062E-01
   1.043946E+01   3.656300E+00   4.796201E-01
   8.384139E+00   3.656400E+00   4.919599E-01
   1.011410E+01   3.656500E+00   4.676201E-01
   1.082080E+01   3.656600E+00   4.527113E-01
   1.401977E+01   3.656700E+00   4.497659E-01
   1.467558E+01   3.656800E+00   4.532307E-01
   1.344644E+01   3.656900E+00   4.529279E-01
   1.150745E+01   3.657000E+00   4.788543E-01
   8.943707E+00   3.657100E+00   5.181668E-01
   1.038298E+01   3.657200E+00   5.012466E-01
   1.174305E+01   3.657300E+00   4.980221E-01
   9.374215E+00   3.657400E+00   5.127757E-01
   1.195709E+01   3.657500E+00   4.811085E-01
   1.223829E+01   3.657600E+00   4.496846E-01
   9.053007E+00   3.657700E+00   4.689843E-01
   1.084352E+01   3.657800E+00   4.446397E-01
   1.250080E+01   3.657900E+00   4.005824E-01
   1.248317E+01   3.658000E+00   4.092816E-01
   1.133909E+01   3.658100E+00   4.605847E-01
   1.078629E+01   3.658200E+00   4.896830E-01
   1.117000E+01   3.658300E+00   4.867812E-01
   1.302618E+01   3.658400E+00   4.909055E-01
   1.088259E+01   3.658500E+00   5.327461E-01
   1.361244E+01   3.658600E+00   5.147332E-01
   1.059138E+01   3.658700E+00   5.296273E-01
   1.037476E+01   3.658800E+00   5.099951E-01
   1.131736E+01   3.658900E+00   4.634032E-01
   1.318863E+01   3.659000E+00   4.413006E-01
   1.315150E+01   3.659100E+00   4.593638E-01
   1.104602E+01   3.659200E+00   4.888716E-01
   9.970199E+00   3.659300E+00   4.966831E-01
   1.100866E+01   3.659400E+00   4.860061E-01
   1.143246E+01   3.659500E+00   4.816236E-01
   1.000844E+01   3.659600E+00   5.186953E-01
   1.039743E+01   3.659700E+00   5.582268E-01
   1.242047E+01   3.659800E+00   5.437545E-01
   1.323414E+01   3.659900E+00   5.171345E-01
   1.334667E+01   3.660000E+00   4.994560E-01
   1.432138E+01   3.660100E+00   4.252328E-01
   1.345435E+01   3.660200E+00   4.443683E-01
   1.380120E+01   3.660300E+00   4.736439E-01
   1.476364E+01   3.660400E+00   4.483305E-01
   1.142054E+01   3.660500E+00   4.917387E-01
   8.713751E+00   3.660600E+00   5.581366E-01
   1.218759E+01   3.660700E+00   5.400437E-01
   1.264659E+01   3.660800E+00   5.409607E-01
   1.289444E+01   3.660900E+00   5.230064E-01
   1.143455E+01   3.661000E+00   5.084813E-01
   8.691517E+00   3.661100E+00   5.340711E-01
   1.147826E+01   3.661200E+00   5.303897E-01
   1.374987E+01   3.661300E+00   5.278172E-01
   1.095081E+01   3.661400E+00   5.557825E-01
   1.201170E+01   3.661500E+00   4.909220E-01
   1.163624E+01   3.661600E+00   4.811389E-01
   1.271916E+01   3.661700E+00   4.801798E-01
   1.110075E+01   3.661800E+00   5.234199E-01
   9.229653E+00   3.661900E+00   5.886506E-01
   1.234244E+01   3.662000E+00   5.652429E-01
   1.332326E+01   3.662100E+00   5.488748E-01
   1.247370E+01   3.662200E+00   5.306600E-01
   1.141750E+01   3.662300E+00   5.264900E-01
   1.250369E+01   3.662400E+00   5.139809E-01
   9.933414E+00   3.662500E+00   5.213768E-01
   1.082729E+01   3.662600E+00   5.050539E-01
   1.146689E+01   3.662700E+00   5.178847E-01
   1.138225E+01   3.662800E+00   5.389310E-01
   1.145543E+01   3.662900E+00   5.548292E-01
   1.095057E+01   3.663000E+00   5.729945E-01
   1.069110E+01   3.663100E+00   5.747160E-01
   1.060897E+01   3.663200E+00   5.916916E-01
   1.298738E+01   3.663300E+00   5.700392E-01
   1.196597E+01   3.663400E+00   5.704023E-01
   9.671901E+00   3.663500E+00   6.034142E-01
   1.102347E+01   3.663600E+00   5.550719E-01
   9.118052E+00   3.663700E+00   5.564522E-01
   1.041626E+01   3.663800E+00   5.507693E-01
   9.005568E+00   3.663900E+00   6.220418E-01
   8.479297E+00   3.664000E+00   6.491458E-01
   1.517556E+01   3.664100E+00   5.624859E-01
   1.383822E+01   3.664200E+00   5.697679E-01
   1.132962E+01   3.664300E+00   5.920676E-01
   9.539667E+00   3.664400E+00   5.909865E-01
   1.176071E+01   3.664500E+00   5.535167E-01
   1.002398E+01   3.664600E+00   5.656713E-01
   9.287445E+00   3.664700E+00   5.679193E-01
   1.179806E+01   3.664800E+00   5.433671E-01
   9.830885E+00   3.664900E+00   5.847631E-01
   8.573931E+00   3.665000E+00   6.198975E-01
   1.076446E+01   3.665100E+00   6.041202E-01
   1.066723E+01   3.665200E+00   6.035769E-01
   1.219304E+01   3.665300E+00   5.376334E-01
   9.656609E+00   3.665400E+00   5.639319E-01
   1.092825E+01   3.665500E+00   5.762603E-01
   9.761444E+00   3.665600E+00   6.450505E-01
   9.855969E+00   3.665700E+00   6.300138E-01
   1.037300E+01   3.665800E+00   5.592253E-01
   9.972421E+00   3.665900E+00   5.417504E-01
   1.035792E+01   3.666000E+00   5.341523E-01
   9.781449E+00   3.666100E+00   5.484368E-01
   1.253349E+01   3.666200E+00   5.153134E-01
   1.149392E+01   3.666300E+00   5.260388E-01
   1.192027E+01   3.666400E+00   5.454987E-01
   1.266712E+01   3.666500E+00   5.501903E-01
   1.200359E+01   3.666600E+00   5.737573E-01
   1.160470E+01   3.666700E+00   6.032211E-01
   1.078198E+01   3.666800E+00   6.214421E-01
   1.003798E+01   3.666900E+00   6.028773E-01
   1.078849E+01   3.667000E+00   5.413094E-01
   1.162706E+01   3.667100E+00   5.330756E-01
   1.139716E+01   3.667200E+00   5.721852E-01
   8.564970E+00   3.667300E+00   6.534809E-01
   1.012154E+01   3.667400E+00   6.304672E-01
   9.802135E+00   3.667500E+00   6.278176E-01
   8.225825E+00   3.667600E+00   6.023887E-01
   1.206485E+01   3.667700E+00   5.603760E-01
   1.241233E+01   3.667800E+00   6.089007E-01
   1.258864E+01   3.667900E+00   6.030316E-01
   1.092017E+01   3.668000E+00   6.086868E-01
   1.548685E+01   3.668100E+00   3.426333E-01
   1.043797E+01   3.668200E+00   3.572969E-01
   1.029089E+01   3.668300E+00   5.354559E-01
   1.122971E+01   3.668400E+00   5.333288E-01
   1.070164E+01   3.668500E+00   5.511744E-01
   1.253680E+01   3.668600E+00   5.603431E-01
   1.213005E+01   3.668700E+00   5.783872E-01
   1.097228E+01   3.668800E+00   5.704039E-01
   1.222175E+01   3.668900E+00   5.325945E-01
   1.013241E+01   3.669000E+00   5.482888E-01
   8.984037E+00   3.669100E+00   5.526513E-01
   1.086092E+01   3.669200E+00   5.364221E-01
   1.010851E+01   3.669300E+00   5.975147E-01
   1.170348E+01   3.669400E+00   5.699609E-01
   1.043447E+01   3.669500E+00   5.771604E-01
   1.071687E+01   3.669600E+00   5.623553E-01
   9.463142E+00   3.669700E+00   5.707036E-01
   1.022782E+01   3.669800E+00   5.620834E-01
   1.088401E+01   3.669900E+00   5.637177E-01
   1.300301E+01   3.670000E+00   5.756375E-01
   1.234847E+01   3.670100E+00   5.965242E-01
   1.035810E+01   3.670200E+00   6.179141E-01
   1.066109E+01   3.670300E+00   6.174571E-01
   1.011258E+01   3.670400E+00   5.889935E-01
   1.101812E+01   3.670500E+00   5.487902E-01
   1.057930E+01   3.670600E+00   5.285171E-01
   8.200081E+00   3.670700E+00   5.407443E-01
   1.094903E+01   3.670800E+00   5.521551E-01
   1.365468E+01   3.670900E+00   5.542274E-01
   1.028834E+01   3.671000E+00   5.757723E-01
   1.057169E+01   3.671100E+00   5.878952E-01
   1.140305E+01   3.671200E+00   5.641930E-01
   7.135895E+00   3.671300E+00   6.230624E-01
   9.733014E+00   3.671400E+00   5.921482E-01
   8.126660E+00   3.671500E+00   6.155098E-01
   1.084929E+01   3.671600E+00   5.999086E-01
   1.162674E+01   3.671700E+00   5.687988E-01
   9.339731E+00   3.671800E+00   5.885581E-01
   9.619534E+00   3.671900E+00   5.607686E-01
   9.780237E+00   3.672000E+00   5.474697E-01
   1.174087E+01   3.672100E+00   5.037502E-01
   9.361072E+00   3.672200E+00   5.416409E-01
   8.803454E+00   3.672300E+00   5.746789E-01
   9.014518E+00   3.672400E+00   6.068525E-01
   1.189610E+01   3.672500E+00   5.956956E-01
   1.100710E+01   3.672600E+00   6.138710E-01
   8.197150E+00   3.672700E+00   6.256786E-01
   1.055013E+01   3.672800E+00   5.719543E-01
   1.194117E+01   3.672900E+00   5.248631E-01
   1.049115E+01   3.673000E+00   5.128491E-01
   9.842912E+00   3.673100E+00   5.119932E-01
   8.872995E+00   3.673200E+00   5.460966E-01
   9.571339E+00   3.673300E+00   5.991821E-01
   9.598836E+00   3.673400E+00   6.455693E-01
   8.952145E+00   3.673500E+00   6.416548E-01
   9.608191E+00   3.673600E+00   5.838630E-01
   8.741244E+00   3.673700E+00   5.755548E-01
   7.397558E+00   3.673800E+00   5.879948E-01
   1.180216E+01   3.673900E+00   5.568839E-01
   1.234732E+01   3.674000E+00   5.581771E-01
   1.010935E+01   3.674100E+00   5.302411E-01
   1.293944E+01   3.674200E+00   5.177405E-01
   9.870584E+00   3.674300E+00   6.274570E-01
   1.176451E+01   3.674400E+00   5.741980E-01
   1.369966E+01   3.674500E+00   5.854743E-01
   1.106028E+01   3.674600E+00   5.749918E-01
   8.181425E+00   3.674700E+00   5.635098E-01
   9.973999E+00   3.674800E+00   5.731329E-01
   1.171605E+01   3.674900E+00   6.188989E-01
   1.226596E+01   3.675000E+00   6.572544E-01
   1.091913E+01   3.675100E+00   6.765810E-01
   8.632889E+00   3.675200E+00   6.586496E-01
   9.367541E+00   3.675300E+00   6.222403E-01
   1.033986E+01   3.675400E+00   6.213349E-01
   1.063410E+01   3.675500E+00   6.177641E-01
   1.166674E+01   3.675600E+00   5.931689E-01
   8.495653E+00   3.675700E+00   6.267429E-01
   8.855690E+00   3.675800E+00   6.589777E-01
   1.026174E+01   3.675900E+00   6.811914E-01
   1.033473E+01   3.676000E+00   6.791047E-01
   1.083516E+01   3.676100E+00   6.252178E-01
   1.127737E+01   3.676200E+00   5.975716E-01
   9.118319E+00   3.676300E+00   6.393746E-01
   1.111993E+01   3.676400E+00   6.367682E-01
   1.254851E+01   3.676500E+00   6.420200E-01
   1.231331E+01   3.676600E+00   6.843535E-01
   1.088561E+01   3.676700E+00   6.892175E-01
   8.307744E+00   3.676800E+00   7.301939E-01
   8.844588E+00   3.676900E+00   7.395495E-01
   1.029322E+01   3.677000E+00   7.288342E-01
   9.805701E+00   3.677100E+00   7.078623E-01
   9.140137E+00   3.677200E+00   7.035977E-01
   1.004490E+01   3.677300E+00   6.920072E-01
   1.095868E+01   3.677400E+00   6.605310E-01
   9.471699E+00   3.677500E+00   6.743023E-01
   1.034836E+01   3.677600E+00   6.952552E-01
   1.192253E+01   3.677700E+00   6.809588E-01
   9.342029E+00   3.677800E+00   7.006395E-01
   9.131141E+00   3.677900E+00   7.176956E-01
   1.261529E+01   3.678000E+00   6.796016E-01
   1.274069E+01   3.678100E+00   6.976075E-01
   1.032643E+01   3.678200E+00   7.444155E-01
   9.109658E+00   3.678300E+00   7.713790E-01
   1.064227E+01   3.678400E+00   7.568262E-01
   1.208726E+01   3.678500E+00   7.032578E-01
   9.379132E+00   3.678600E+00   4.727808E-01
   1.082865E+01   3.678700E+00   4.309083E-01
   1.350148E+01   3.678800E+00   3.737680E-01
   1.120998E+01   3.678900E+00   3.780504E-01
   1.490998E+01   3.679000E+00   3.514903E-01
   9.324903E+00   3.679100E+00   5.637085E-01
   1.320501E+01   3.679200E+00   5.854383E-01
   1.168147E+01   3.679300E+00   5.735242E-01
   9.477923E+00   3.679400E+00   5.745752E-01
   9.633760E+00   3.679500E+00   4.363822E-01
   1.133583E+01   3.679600E+00   4.585632E-01
   1.463151E+01   3.679700E+00   4.123006E-01
   1.206658E+01   3.679800E+00   6.635939E-01
   9.682527E+00   3.679900E+00   6.806411E-01
   1.073998E+01   3.680000E+00   6.696281E-01
   9.870449E+00   3.680100E+00   6.797160E-01
   8.858379E+00   3.680200E+00   6.896623E-01
   8.748857E+00   3.680300E+00   7.194725E-01
   1.092882E+01   3.680400E+00   7.190331E-01
   1.398914E+01   3.680500E+00   6.627926E-01
   1.265678E+01   3.680600E+00   6.603898E-01
   1.100543E+01   3.680700E+00   6.585946E-01
   8.818802E+00   3.680800E+00   7.781940E-01
   1.030509E+01   3.680900E+00   7.499522E-01
   9.162439E+00   3.681000E+00   7.055284E-01
   1.210001E+01   3.681100E+00   5.410905E-01
   9.849740E+00   3.681200E+00   5.570765E-01
   8.714951E+00   3.681300E+00   6.134600E-01
   9.897305E+00   3.681400E+00   6.714843E-01
   1.261831E+01   3.681500E+00   6.595311E-01
   1.382139E+01   3.681600E+00   6.536481E-01
   1.077190E+01   3.681700E+00   7.132087E-01
   7.841588E+00   3.681800E+00   7.571749E-01
   9.318419E+00   3.681900E+00   7.027569E-01
   1.157957E+01   3.682000E+00   6.688604E-01
   9.904897E+00   3.682100E+00   6.267113E-01
   8.681808E+00   3.682200E+00   6.271653E-01
   9.781923E+00   3.682300E+00   6.404090E-01
   1.143165E+01   3.682400E+00   7.004040E-01
   1.103723E+01   3.682500E+00   7.479540E-01
   9.793335E+00   3.682600E+00   7.500584E-01
   1.071028E+01   3.682700E+00   7.382474E-01
   1.149311E+01   3.682800E+00   7.198102E-01
   1.034908E+01   3.682900E+00   7.133012E-01
   9.582995E+00   3.683000E+00   7.305815E-01
   1.017825E+01   3.683100E+00   7.337613E-01
   1.014815E+01   3.683200E+00   7.168076E-01
   9.828942E+00   3.683300E+00   7.084683E-01
   1.054838E+01   3.683400E+00   7.032825E-01
   9.522454E+00   3.683500E+00   7.154498E-01
   8.582509E+00   3.683600E+00   7.335317E-01
   1.149401E+01   3.683700E+00   6.945990E-01
   1.377389E+01   3.683800E+00   6.409358E-01
   8.848785E+00   3.683900E+00   6.879156E-01
   1.074478E+01   3.684000E+00   6.477708E-01
   9.203447E+00   3.684100E+00   6.348819E-01
   1.089590E+01   3.684200E+00   6.145399E-01
   1.045704E+01   3.684300E+00   6.692308E-01
   1.056947E+01   3.684400E+00   6.604641E-01
   1.057073E+01   3.684500E+00   6.555445E-01
   1.036160E+01   3.684600E+00   6.547330E-01
   1.088798E+01   3.684700E+00   6.756520E-01
   9.406880E+00   3.684800E+00   6.919988E-01
   1.195174E+01   3.684900E+00   6.339607E-01
   8.220588E+00   3.685000E+00   6.884167E-01
   8.784432E+00   3.685100E+00   6.741374E-01
   1.058110E+01   3.685200E+00   6.544412E-01
   1.050305E+01   3.685300E+00   6.512635E-01
   1.219834E+01   3.685400E+00   6.137780E-01
   8.863530E+00   3.685500E+00   6.321314E-01
   8.612572E+00   3.685600E+00   6.327758E-01
   1.015859E+01   3.685700E+00   6.331193E-01
   1.022098E+01   3.685800E+00   6.830221E-01
   1.027110E+01   3.685900E+00   7.225309E-01
   1.068944E+01   3.686000E+00   6.983101E-01
   8.682229E+00   3.686100E+00   6.735184E-01
   9.210510E+00   3.686200E+00   6.585481E-01
   1.199210E+01   3.686300E+00   6.688460E-01
   9.109985E+00   3.686400E+00   7.544240E-01
   8.481215E+00   3.686500E+00   7.478053E-01
   1.047770E+01   3.686600E+00   7.209516E-01
   9.288426E+00   3.686700E+00   7.376561E-01
   8.200409E+00   3.686800E+00   6.987427E-01
   9.326934E+00   3.686900E+00   6.260286E-01
   8.453840E+00   3.687000E+00   6.067551E-01
   9.643253E+00   3.687100E+00   5.633568E-01
   8.140642E+00   3.687200E+00   5.779673E-01
   1.049206E+01   3.687300E+00   5.824433E-01
   1.190324E+01   3.687400E+00   6.189423E-01
   7.973609E+00   3.687500E+00   7.143589E-01
   8.482928E+00   3.687600E+00   7.264906E-01
   9.243476E+00   3.687700E+00   6.923640E-01
   9.834146E+00   3.687800E+00   6.627223E-01
   1.076105E+01   3.687900E+00   6.591810E-01
   7.869019E+00   3.688000E+00   7.001365E-01
   1.029099E+01   3.688100E+00   6.246204E-01
   9.765529E+00   3.688200E+00   6.357725E-01
   1.033676E+01   3.688300E+00   6.540617E-01
   9.047030E+00   3.688400E+00   7.022446E-01
   1.069168E+01   3.688500E+00   7.179719E-01
   1.092696E+01   3.688600E+00   7.173056E-01
   1.072441E+01   3.688700E+00   6.958953E-01
   9.816535E+00   3.688800E+00   7.011217E-01
   9.841516E+00   3.688900E+00   7.363902E-01
   9.605047E+00   3.689000E+00   7.874080E-01
   9.733335E+00   3.689100E+00   7.833540E-01
   1.155624E+01   3.689200E+00   7.598968E-01
   1.087728E+01   3.689300E+00   7.839257E-01
   1.041226E+01   3.689400E+00   7.820099E-01
   1.022210E+01   3.689500E+00   7.796941E-01
   9.711368E+00   3.689600E+00   7.798190E-01
   1.110522E+01   3.689700E+00   7.191135E-01
   1.138393E+01   3.689800E+00   7.030057E-01
   9.842297E+00   3.689900E+00   7.610575E-01
   7.954189E+00   3.690000E+00   8.237976E-01
   8.961469E+00   3.690100E+00   8.215982E-01
   8.525426E+00   3.690200E+00   7.508191E-01
   9.458265E+00   3.690300E+00   7.009332E-01
   1.060800E+01   3.690400E+00   7.277805E-01
   1.035309E+01   3.690500E+00   7.907575E-01
   9.626557E+00   3.690600E+00   8.132133E-01
   1.061523E+01   3.690700E+00   8.082657E-01
   9.411866E+00   3.690800E+00   8.245510E-01
