           flux         loglam           ivar
              E              E              E
                                             
   8.747353E+00   3.690900E+00   8.299316E-01
   1.180633E+01   3.691000E+00   7.142109E-01
   8.230490E+00   3.691100E+00   7.854396E-01
   1.019211E+01   3.691200E+00   7.808844E-01
   1.158939E+01   3.691300E+00   7.628614E-01
   8.491722E+00   3.691400E+00   8.119344E-01
   1.171579E+01   3.691500E+00   7.102647E-01
   1.186884E+01   3.691600E+00   7.007105E-01
   9.428419E+00   3.691700E+00   7.282043E-01
   9.764643E+00   3.691800E+00   7.899787E-01
   9.619054E+00   3.691900E+00   8.334067E-01
   8.478642E+00   3.692000E+00   8.754072E-01
   1.032746E+01   3.692100E+00   8.666758E-01
   8.918101E+00   3.692200E+00   8.704135E-01
   9.845043E+00   3.692300E+00   7.841752E-01
   1.129678E+01   3.692400E+00   7.370215E-01
   1.107574E+01   3.692500E+00   7.625009E-01
   8.412104E+00   3.692600E+00   8.547849E-01
   1.000607E+01   3.692700E+00   8.420433E-01
   9.589864E+00   3.692800E+00   8.007305E-01
   9.142078E+00   3.692900E+00   7.981063E-01
   8.120452E+00   3.693000E+00   8.334283E-01
   8.183571E+00   3.693100E+00   8.464783E-01
   1.008538E+01   3.693200E+00   8.278874E-01
   1.047293E+01   3.693300E+00   8.034552E-01
   9.465814E+00   3.693400E+00   7.681541E-01
   9.694196E+00   3.693500E+00   7.383291E-01
   1.013462E+01   3.693600E+00   7.340640E-01
   9.958228E+00   3.693700E+00   7.678029E-01
   9.563256E+00   3.693800E+00   8.190477E-01
   9.164439E+00   3.693900E+00   8.501250E-01
   9.305120E+00   3.694000E+00   7.974148E-01
   9.043061E+00   3.694100E+00   7.650393E-01
   1.014676E+01   3.694200E+00   7.796291E-01
   8.215257E+00   3.694300E+00   8.515031E-01
   8.927113E+00   3.694400E+00   8.699738E-01
   1.002185E+01   3.694500E+00   8.542053E-01
   9.572785E+00   3.694600E+00   8.130854E-01
   9.907365E+00   3.694700E+00   7.410002E-01
   9.030076E+00   3.694800E+00   7.728526E-01
   9.439476E+00   3.694900E+00   8.089780E-01
   7.088393E+00   3.695000E+00   9.298544E-01
   1.075000E+01   3.695100E+00   8.199100E-01
   1.018508E+01   3.695200E+00   7.838847E-01
   1.027056E+01   3.695300E+00   8.124905E-01
   1.129812E+01   3.695400E+00   7.619784E-01
   1.052317E+01   3.695500E+00   7.183830E-01
   9.297776E+00   3.695600E+00   8.179855E-01
   1.065534E+01   3.695700E+00   7.700962E-01
   9.678158E+00   3.695800E+00   8.213285E-01
   1.080847E+01   3.695900E+00   7.369692E-01
   9.204874E+00   3.696000E+00   7.437613E-01
   8.227368E+00   3.696100E+00   7.847859E-01
   9.870238E+00   3.696200E+00   7.968646E-01
   8.161554E+00   3.696300E+00   8.478515E-01
   1.101655E+01   3.696400E+00   7.310517E-01
   1.014980E+01   3.696500E+00   7.083005E-01
   8.323694E+00   3.696600E+00   7.094862E-01
   8.597136E+00   3.696700E+00   7.185860E-01
   1.100380E+01   3.696800E+00   7.205629E-01
   1.043781E+01   3.696900E+00   7.588660E-01
   7.302774E+00   3.697000E+00   8.500619E-01
   8.466442E+00   3.697100E+00   8.073884E-01
   1.126859E+01   3.697200E+00   7.365716E-01
   1.099437E+01   3.697300E+00   7.354349E-01
   1.009456E+01   3.697400E+00   7.839080E-01
   1.079001E+01   3.697500E+00   7.771782E-01
   1.160265E+01   3.697600E+00   7.396829E-01
   1.055206E+01   3.697700E+00   7.360045E-01
   1.047114E+01   3.697800E+00   7.428991E-01
   1.074705E+01   3.697900E+00   7.653999E-01
   1.006499E+01   3.698000E+00   7.961494E-01
   9.257632E+00   3.698100E+00   8.224924E-01
   1.030531E+01   3.698200E+00   8.036243E-01
   1.123181E+01   3.698300E+00   7.696550E-01
   9.024201E+00   3.698400E+00   7.957578E-01
   8.559543E+00   3.698500E+00   8.057557E-01
   1.008653E+01   3.698600E+00   7.933404E-01
   1.014423E+01   3.698700E+00   8.216541E-01
   9.982133E+00   3.698800E+00   8.632339E-01
   1.050444E+01   3.698900E+00   8.742813E-01
   1.077734E+01   3.699000E+00   8.656552E-01
   9.840402E+00   3.699100E+00   8.588765E-01
   1.091481E+01   3.699200E+00   8.164339E-01
   1.007014E+01   3.699300E+00   8.251534E-01
   1.067206E+01   3.699400E+00   8.186129E-01
   1.203908E+01   3.699500E+00   7.590836E-01
   9.286008E+00   3.699600E+00   7.843137E-01
   9.837086E+00   3.699700E+00   7.878522E-01
   1.035040E+01   3.699800E+00   7.825057E-01
   1.035526E+01   3.699900E+00   8.354710E-01
   8.940557E+00   3.700000E+00   8.989282E-01
   8.287952E+00   3.700100E+00   9.516940E-01
   1.021262E+01   3.700200E+00   9.151557E-01
   1.010538E+01   3.700300E+00   8.587409E-01
   8.916954E+00   3.700400E+00   9.181979E-01
   1.026412E+01   3.700500E+00   9.136932E-01
   1.034174E+01   3.700600E+00   9.032770E-01
   9.586229E+00   3.700700E+00   8.669769E-01
   8.822333E+00   3.700800E+00   8.593354E-01
   9.762080E+00   3.700900E+00   8.248658E-01
   8.898599E+00   3.701000E+00   8.487272E-01
   8.884861E+00   3.701100E+00   8.498939E-01
   8.294903E+00   3.701200E+00   8.613535E-01
   1.041640E+01   3.701300E+00   8.306080E-01
   9.264840E+00   3.701400E+00   8.601770E-01
   9.221204E+00   3.701500E+00   8.287828E-01
   9.645309E+00   3.701600E+00   8.517966E-01
   1.196807E+01   3.701700E+00   8.004324E-01
   8.419353E+00   3.701800E+00   9.213317E-01
   9.538853E+00   3.701900E+00   8.726566E-01
   9.234479E+00   3.702000E+00   8.316427E-01
   7.372974E+00   3.702100E+00   8.784597E-01
   9.710510E+00   3.702200E+00   8.428186E-01
   1.110674E+01   3.702300E+00   8.665075E-01
   1.025117E+01   3.702400E+00   9.393727E-01
   8.898054E+00   3.702500E+00   9.803627E-01
   8.311256E+00   3.702600E+00   9.591295E-01
   1.079776E+01   3.702700E+00   8.780056E-01
   1.018784E+01   3.702800E+00   8.616491E-01
   8.454650E+00   3.702900E+00   9.830484E-01
   8.609327E+00   3.703000E+00   1.001022E+00
   1.087172E+01   3.703100E+00   9.166549E-01
   9.634574E+00   3.703200E+00   8.938291E-01
   1.050183E+01   3.703300E+00   8.225634E-01
   1.173837E+01   3.703400E+00   7.966087E-01
   1.052691E+01   3.703500E+00   8.452245E-01
   1.091872E+01   3.703600E+00   8.704097E-01
   9.556906E+00   3.703700E+00   9.326571E-01
   9.123343E+00   3.703800E+00   9.686688E-01
   9.961167E+00   3.703900E+00   9.324436E-01
   1.176478E+01   3.704000E+00   8.887538E-01
   8.814336E+00   3.704100E+00   9.236895E-01
   1.284838E+01   3.704200E+00   8.078556E-01
   1.105308E+01   3.704300E+00   8.141892E-01
   1.111652E+01   3.704400E+00   8.202413E-01
   1.409559E+01   3.704500E+00   7.972673E-01
   1.123603E+01   3.704600E+00   5.519162E-01
   1.150647E+01   3.704700E+00   5.202432E-01
   9.875406E+00   3.704800E+00   8.540850E-01
   9.002706E+00   3.704900E+00   8.990572E-01
   9.926306E+00   3.705000E+00   8.783033E-01
   1.090855E+01   3.705100E+00   8.424700E-01
   1.167501E+01   3.705200E+00   8.187444E-01
   1.005174E+01   3.705300E+00   8.593642E-01
   1.048576E+01   3.705400E+00   8.882449E-01
   1.019966E+01   3.705500E+00   9.030035E-01
   9.360820E+00   3.705600E+00   9.225875E-01
   1.273500E+01   3.705700E+00   8.642237E-01
   1.053633E+01   3.705800E+00   8.266296E-01
   8.910196E+00   3.705900E+00   8.122657E-01
   1.131026E+01   3.706000E+00   7.805088E-01
   9.068552E+00   3.706100E+00   8.354216E-01
   1.160275E+01   3.706200E+00   8.291178E-01
   1.433387E+01   3.706300E+00   8.026938E-01
   1.067035E+01   3.706400E+00   8.453462E-01
   1.053350E+01   3.706500E+00   8.491823E-01
   1.083993E+01   3.706600E+00   8.310480E-01
   1.054348E+01   3.706700E+00   8.387782E-01
   1.149833E+01   3.706800E+00   8.037133E-01
   1.075544E+01   3.706900E+00   8.110024E-01
   1.103419E+01   3.707000E+00   7.857682E-01
   1.075985E+01   3.707100E+00   7.742556E-01
   8.661181E+00   3.707200E+00   5.978979E-01
   8.750921E+00   3.707300E+00   5.902770E-01
   1.065969E+01   3.707400E+00   5.535001E-01
   1.086330E+01   3.707500E+00   5.876533E-01
   1.002316E+01   3.707600E+00   9.158775E-01
   1.141088E+01   3.707700E+00   8.765051E-01
   1.233183E+01   3.707800E+00   8.356596E-01
   1.159115E+01   3.707900E+00   7.922486E-01
   9.287216E+00   3.708000E+00   7.812498E-01
   9.283194E+00   3.708100E+00   8.103629E-01
   1.201412E+01   3.708200E+00   8.185476E-01
   1.080636E+01   3.708300E+00   8.992680E-01
   1.009501E+01   3.708400E+00   9.403709E-01
   1.051175E+01   3.708500E+00   9.448498E-01
   1.091804E+01   3.708600E+00   9.270377E-01
   9.770838E+00   3.708700E+00   8.957250E-01
   1.155290E+01   3.708800E+00   8.087392E-01
   1.165737E+01   3.708900E+00   7.906174E-01
   1.098498E+01   3.709000E+00   8.351001E-01
   1.142600E+01   3.709100E+00   8.894067E-01
   9.678026E+00   3.709200E+00   9.052428E-01
   9.270401E+00   3.709300E+00   8.318812E-01
   1.098379E+01   3.709400E+00   7.487613E-01
   1.270505E+01   3.709500E+00   7.883999E-01
   1.309275E+01   3.709600E+00   8.667558E-01
   9.945078E+00   3.709700E+00   9.263383E-01
   9.374031E+00   3.709800E+00   9.199613E-01
   1.025303E+01   3.709900E+00   9.247172E-01
   1.055352E+01   3.710000E+00   9.396132E-01
   1.009251E+01   3.710100E+00   9.672142E-01
   9.486692E+00   3.710200E+00   9.749662E-01
   1.114650E+01   3.710300E+00   9.232101E-01
   1.148235E+01   3.710400E+00   9.330931E-01
   8.969950E+00   3.710500E+00   1.002568E+00
   8.995919E+00   3.710600E+00   9.983440E-01
   1.027187E+01   3.710700E+00   9.751297E-01
   1.110317E+01   3.710800E+00   9.514208E-01
   1.323300E+01   3.710900E+00   5.766528E-01
   1.207455E+01   3.711000E+00   5.717753E-01
   1.296714E+01   3.711100E+00   7.337235E-01
   9.692636E+00   3.711200E+00   9.699556E-01
   1.042152E+01   3.711300E+00   9.219862E-01
   1.080043E+01   3.711400E+00   8.525300E-01
   1.136983E+01   3.711500E+00   7.920490E-01
   1.129390E+01   3.711600E+00   8.215581E-01
   1.090470E+01   3.711700E+00   8.888341E-01
   1.063520E+01   3.711800E+00   9.206606E-01
   8.570557E+00   3.711900E+00   9.198588E-01
   9.934011E+00   3.712000E+00   8.104212E-01
   1.130455E+01   3.712100E+00   7.516717E-01
   1.002078E+01   3.712200E+00   7.986391E-01
   1.005807E+01   3.712300E+00   8.690171E-01
   1.132713E+01   3.712400E+00   9.082431E-01
   1.114334E+01   3.712500E+00   8.823268E-01
   1.042433E+01   3.712600E+00   8.785737E-01
   1.036250E+01   3.712700E+00   8.866007E-01
   1.056502E+01   3.712800E+00   9.115650E-01
   1.109063E+01   3.712900E+00   9.038391E-01
   1.090245E+01   3.713000E+00   9.271445E-01
   9.940543E+00   3.713100E+00   9.688158E-01
   1.071089E+01   3.713200E+00   9.725865E-01
   1.025745E+01   3.713300E+00   9.551064E-01
   1.015836E+01   3.713400E+00   8.726457E-01
   1.016889E+01   3.713500E+00   8.733449E-01
   1.112229E+01   3.713600E+00   9.142580E-01
   1.085820E+01   3.713700E+00   9.344462E-01
   1.125585E+01   3.713800E+00   9.513408E-01
   1.252664E+01   3.713900E+00   8.633081E-01
   1.209900E+01   3.714000E+00   6.292678E-01
   9.853494E+00   3.714100E+00   6.884013E-01
   1.138711E+01   3.714200E+00   9.491434E-01
   1.034339E+01   3.714300E+00   9.686376E-01
   1.053602E+01   3.714400E+00   9.946394E-01
   1.003679E+01   3.714500E+00   1.012305E+00
   1.033949E+01   3.714600E+00   9.832062E-01
   1.127063E+01   3.714700E+00   9.662868E-01
   1.026365E+01   3.714800E+00   9.939919E-01
   1.051993E+01   3.714900E+00   9.671987E-01
   1.059620E+01   3.715000E+00   8.985475E-01
   1.082611E+01   3.715100E+00   8.020687E-01
   9.892149E+00   3.715200E+00   7.597980E-01
   1.038527E+01   3.715300E+00   8.089728E-01
   9.903231E+00   3.715400E+00   9.280354E-01
   1.099651E+01   3.715500E+00   9.766563E-01
   1.221955E+01   3.715600E+00   9.017773E-01
   1.135487E+01   3.715700E+00   8.411989E-01
   8.657433E+00   3.715800E+00   8.631826E-01
   8.670552E+00   3.715900E+00   8.753356E-01
   9.133430E+00   3.716000E+00   8.482835E-01
   9.764274E+00   3.716100E+00   7.483308E-01
   1.130030E+01   3.716200E+00   6.438765E-01
   9.795565E+00   3.716300E+00   6.580033E-01
   9.483377E+00   3.716400E+00   8.168582E-01
   1.172592E+01   3.716500E+00   9.330733E-01
   1.098035E+01   3.716600E+00   9.884416E-01
   1.021915E+01   3.716700E+00   1.002375E+00
   1.056629E+01   3.716800E+00   9.474029E-01
   1.072223E+01   3.716900E+00   8.987731E-01
   9.724668E+00   3.717000E+00   9.068946E-01
   9.242979E+00   3.717100E+00   9.716378E-01
   1.060162E+01   3.717200E+00   9.805319E-01
   1.010114E+01   3.717300E+00   1.032505E+00
   1.007018E+01   3.717400E+00   1.050810E+00
   9.722178E+00   3.717500E+00   1.009659E+00
   9.892719E+00   3.717600E+00   9.531737E-01
   1.109250E+01   3.717700E+00   9.306747E-01
   1.106003E+01   3.717800E+00   9.680140E-01
   1.069815E+01   3.717900E+00   9.336283E-01
   9.610722E+00   3.718000E+00   8.769986E-01
   1.028912E+01   3.718100E+00   8.078502E-01
   1.075384E+01   3.718200E+00   8.250644E-01
   1.071267E+01   3.718300E+00   8.764845E-01
   1.050792E+01   3.718400E+00   8.813511E-01
   1.059496E+01   3.718500E+00   8.278021E-01
   1.022197E+01   3.718600E+00   8.573517E-01
   9.932216E+00   3.718700E+00   9.875157E-01
   9.013222E+00   3.718800E+00   9.895436E-01
   7.621226E+00   3.718900E+00   9.628522E-01
   1.103568E+01   3.719000E+00   8.721812E-01
   1.173779E+01   3.719100E+00   9.361237E-01
   8.613224E+00   3.719200E+00   1.030044E+00
   1.068215E+01   3.719300E+00   9.780394E-01
   1.180800E+01   3.719400E+00   9.101264E-01
   1.071806E+01   3.719500E+00   9.061654E-01
   1.103973E+01   3.719600E+00   9.073395E-01
   1.109701E+01   3.719700E+00   9.322510E-01
   9.818637E+00   3.719800E+00   9.886962E-01
   9.688210E+00   3.719900E+00   9.832664E-01
   1.081019E+01   3.720000E+00   9.575640E-01
   9.325169E+00   3.720100E+00   1.021264E+00
   1.004461E+01   3.720200E+00   9.776554E-01
   9.876436E+00   3.720300E+00   9.108728E-01
   8.812542E+00   3.720400E+00   9.115308E-01
   1.223887E+01   3.720500E+00   8.305429E-01
   1.185878E+01   3.720600E+00   8.718099E-01
   1.130093E+01   3.720700E+00   9.036222E-01
   9.762207E+00   3.720800E+00   9.741492E-01
   9.255226E+00   3.720900E+00   9.955862E-01
   1.094573E+01   3.721000E+00   9.407523E-01
   1.263806E+01   3.721100E+00   8.738195E-01
   9.509332E+00   3.721200E+00   9.505858E-01
   9.429783E+00   3.721300E+00   9.517218E-01
   1.002934E+01   3.721400E+00   9.206575E-01
   1.029757E+01   3.721500E+00   9.119825E-01
   1.036549E+01   3.721600E+00   9.241012E-01
   1.012567E+01   3.721700E+00   1.026534E+00
   8.127287E+00   3.721800E+00   1.141450E+00
   9.947548E+00   3.721900E+00   1.070880E+00
   8.750152E+00   3.722000E+00   1.101871E+00
   8.676608E+00   3.722100E+00   1.090399E+00
   1.007236E+01   3.722200E+00   1.030854E+00
   1.096442E+01   3.722300E+00   9.788780E-01
   9.669061E+00   3.722400E+00   9.995193E-01
   9.184112E+00   3.722500E+00   9.334843E-01
   1.302319E+01   3.722600E+00   7.989976E-01
   9.109887E+00   3.722700E+00   8.772754E-01
   1.052056E+01   3.722800E+00   9.157896E-01
   1.237635E+01   3.722900E+00   8.996881E-01
   9.946381E+00   3.723000E+00   9.646159E-01
   9.620881E+00   3.723100E+00   1.001138E+00
   1.165156E+01   3.723200E+00   9.801484E-01
   8.232129E+00   3.723300E+00   1.015551E+00
   9.697188E+00   3.723400E+00   9.369736E-01
   9.142517E+00   3.723500E+00   9.610459E-01
   9.319959E+00   3.723600E+00   9.956384E-01
   1.089219E+01   3.723700E+00   9.641784E-01
   1.153001E+01   3.723800E+00   9.226925E-01
   1.039142E+01   3.723900E+00   9.539562E-01
   9.534790E+00   3.724000E+00   9.900888E-01
   1.000624E+01   3.724100E+00   9.823157E-01
   1.041633E+01   3.724200E+00   9.759135E-01
   1.121567E+01   3.724300E+00   9.421725E-01
   1.006767E+01   3.724400E+00   9.748467E-01
   1.150909E+01   3.724500E+00   9.236984E-01
   1.101327E+01   3.724600E+00   8.574307E-01
   9.121833E+00   3.724700E+00   9.105656E-01
   8.584253E+00   3.724800E+00   9.782010E-01
   9.910928E+00   3.724900E+00   9.715433E-01
   1.108528E+01   3.725000E+00   9.783021E-01
   1.096880E+01   3.725100E+00   9.833224E-01
   9.913603E+00   3.725200E+00   9.935843E-01
   1.120211E+01   3.725300E+00   9.775262E-01
   9.976185E+00   3.725400E+00   1.008515E+00
   9.541598E+00   3.725500E+00   1.019732E+00
   9.933225E+00   3.725600E+00   1.031953E+00
   8.189892E+00   3.725700E+00   1.077210E+00
   1.146234E+01   3.725800E+00   9.699622E-01
   1.071926E+01   3.725900E+00   9.696431E-01
   1.075728E+01   3.726000E+00   9.512374E-01
   1.165633E+01   3.726100E+00   9.039268E-01
   1.228113E+01   3.726200E+00   8.589103E-01
   1.060049E+01   3.726300E+00   8.407195E-01
   1.114268E+01   3.726400E+00   8.230411E-01
   1.057278E+01   3.726500E+00   5.536851E-01
   1.277381E+01   3.726600E+00   5.992825E-01
   1.144406E+01   3.726700E+00   7.569377E-01
   1.220669E+01   3.726800E+00   8.644886E-01
   1.036931E+01   3.726900E+00   9.799958E-01
   1.002467E+01   3.727000E+00   9.978248E-01
   1.031266E+01   3.727100E+00   9.635950E-01
   1.120919E+01   3.727200E+00   9.592928E-01
   1.092845E+01   3.727300E+00   9.797719E-01
   1.144499E+01   3.727400E+00   9.941355E-01
   1.217086E+01   3.727500E+00   9.362246E-01
   8.032661E+00   3.727600E+00   1.080471E+00
   9.095282E+00   3.727700E+00   9.679728E-01
   1.017421E+01   3.727800E+00   7.960365E-01
   1.104089E+01   3.727900E+00   7.286821E-01
   1.133635E+01   3.728000E+00   7.492717E-01
   1.250748E+01   3.728100E+00   8.533785E-01
   1.187090E+01   3.728200E+00   9.406992E-01
   1.018813E+01   3.728300E+00   9.674550E-01
   1.087702E+01   3.728400E+00   8.899949E-01
   9.890987E+00   3.728500E+00   8.633684E-01
   1.144520E+01   3.728600E+00   8.937445E-01
   1.115512E+01   3.728700E+00   9.214439E-01
   1.149790E+01   3.728800E+00   9.212290E-01
   1.002787E+01   3.728900E+00   8.730416E-01
   9.043679E+00   3.729000E+00   9.057141E-01
   1.022074E+01   3.729100E+00   9.292369E-01
   1.242217E+01   3.729200E+00   8.981721E-01
   1.199469E+01   3.729300E+00   9.157928E-01
   1.216878E+01   3.729400E+00   8.858683E-01
   1.234207E+01   3.729500E+00   9.005690E-01
   1.177476E+01   3.729600E+00   9.897265E-01
   1.174638E+01   3.729700E+00   1.013134E+00
   9.496680E+00   3.729800E+00   1.003919E+00
   1.000183E+01   3.729900E+00   8.918396E-01
   1.135760E+01   3.730000E+00   8.527460E-01
   1.102860E+01   3.730100E+00   9.478170E-01
   1.205838E+01   3.730200E+00   9.611530E-01
   1.032270E+01   3.730300E+00   9.806492E-01
   1.009396E+01   3.730400E+00   9.290504E-01
   1.010722E+01   3.730500E+00   9.397007E-01
   1.147238E+01   3.730600E+00   9.758677E-01
   1.125391E+01   3.730700E+00   1.005531E+00
   1.242015E+01   3.730800E+00   9.694678E-01
   9.973701E+00   3.730900E+00   1.006328E+00
   9.194722E+00   3.731000E+00   1.015167E+00
   1.078860E+01   3.731100E+00   9.928710E-01
   1.037193E+01   3.731200E+00   1.035154E+00
   1.028640E+01   3.731300E+00   1.040227E+00
   1.136868E+01   3.731400E+00   9.877825E-01
   1.004832E+01   3.731500E+00   9.300900E-01
   9.601379E+00   3.731600E+00   8.769785E-01
   9.697967E+00   3.731700E+00   9.449323E-01
   1.116045E+01   3.731800E+00   9.442927E-01
   1.019614E+01   3.731900E+00   1.014216E+00
   1.113431E+01   3.732000E+00   1.002153E+00
   1.079648E+01   3.732100E+00   9.257886E-01
   1.015751E+01   3.732200E+00   9.011264E-01
   1.039366E+01   3.732300E+00   8.716030E-01
   9.779468E+00   3.732400E+00   9.585551E-01
   1.105015E+01   3.732500E+00   1.040169E+00
   9.243052E+00   3.732600E+00   1.109625E+00
   1.031956E+01   3.732700E+00   1.052805E+00
   1.191818E+01   3.732800E+00   9.481209E-01
   1.101759E+01   3.732900E+00   1.009091E+00
   9.788426E+00   3.733000E+00   1.098798E+00
   1.035804E+01   3.733100E+00   1.052075E+00
   1.079498E+01   3.733200E+00   9.712995E-01
   1.026848E+01   3.733300E+00   9.076537E-01
   1.015400E+01   3.733400E+00   9.100862E-01
   1.013969E+01   3.733500E+00   9.421144E-01
   1.275152E+01   3.733600E+00   9.197857E-01
   1.038927E+01   3.733700E+00   9.976462E-01
   9.012671E+00   3.733800E+00   1.075378E+00
   9.801700E+00   3.733900E+00   1.072453E+00
   1.060841E+01   3.734000E+00   1.058538E+00
   1.131918E+01   3.734100E+00   1.043128E+00
   1.078775E+01   3.734200E+00   1.025229E+00
   8.907564E+00   3.734300E+00   1.046565E+00
   1.127523E+01   3.734400E+00   9.597216E-01
   1.040522E+01   3.734500E+00   1.052113E+00
   9.332837E+00   3.734600E+00   1.045124E+00
   9.646173E+00   3.734700E+00   9.801052E-01
   9.327609E+00   3.734800E+00   9.172679E-01
   1.002114E+01   3.734900E+00   9.695445E-01
   9.907787E+00   3.735000E+00   1.012753E+00
   1.007482E+01   3.735100E+00   1.028546E+00
   1.094426E+01   3.735200E+00   9.552450E-01
   9.487233E+00   3.735300E+00   9.757451E-01
   1.062315E+01   3.735400E+00   9.847879E-01
   1.167557E+01   3.735500E+00   9.844208E-01
   9.868993E+00   3.735600E+00   1.072050E+00
   9.630659E+00   3.735700E+00   1.015034E+00
   9.542414E+00   3.735800E+00   9.264343E-01
   1.006909E+01   3.735900E+00   8.895502E-01
   1.005772E+01   3.736000E+00   9.394292E-01
   1.118249E+01   3.736100E+00   9.456050E-01
   1.000099E+01   3.736200E+00   9.849526E-01
   8.224892E+00   3.736300E+00   1.109434E+00
   1.101183E+01   3.736400E+00   9.859676E-01
   9.457310E+00   3.736500E+00   8.836682E-01
   1.147723E+01   3.736600E+00   8.423672E-01
   1.069391E+01   3.736700E+00   9.689745E-01
   9.275636E+00   3.736800E+00   1.014010E+00
   1.204775E+01   3.736900E+00   9.598520E-01
   1.103365E+01   3.737000E+00   9.461710E-01
   9.734647E+00   3.737100E+00   9.640586E-01
   9.031020E+00   3.737200E+00   8.048192E-01
   9.547899E+00   3.737300E+00   6.029474E-01
   9.651360E+00   3.737400E+00   4.980202E-01
   1.096454E+01   3.737500E+00   5.697300E-01
   9.467891E+00   3.737600E+00   7.008694E-01
   1.108215E+01   3.737700E+00   8.059022E-01
   1.151086E+01   3.737800E+00   8.949205E-01
   9.745681E+00   3.737900E+00   9.549694E-01
   9.324022E+00   3.738000E+00   1.036028E+00
   8.212379E+00   3.738100E+00   1.081687E+00
   8.614716E+00   3.738200E+00   1.081906E+00
   1.034902E+01   3.738300E+00   1.024519E+00
   1.271017E+01   3.738400E+00   9.411615E-01
   1.118002E+01   3.738500E+00   9.849687E-01
   8.910791E+00   3.738600E+00   1.070237E+00
   9.314742E+00   3.738700E+00   1.002221E+00
   1.006082E+01   3.738800E+00   8.622004E-01
   1.121492E+01   3.738900E+00   8.579043E-01
   9.364238E+00   3.739000E+00   9.590658E-01
   1.012830E+01   3.739100E+00   1.000089E+00
   1.137333E+01   3.739200E+00   1.000064E+00
   9.901746E+00   3.739300E+00   1.009720E+00
   9.318604E+00   3.739400E+00   9.819537E-01
   9.331356E+00   3.739500E+00   9.921994E-01
   9.418913E+00   3.739600E+00   1.066559E+00
   1.135460E+01   3.739700E+00   1.056339E+00
   8.869183E+00   3.739800E+00   1.087105E+00
   9.154520E+00   3.739900E+00   1.108479E+00
   9.867601E+00   3.740000E+00   1.060678E+00
   1.023214E+01   3.740100E+00   1.029211E+00
   1.051614E+01   3.740200E+00   9.612091E-01
   1.094750E+01   3.740300E+00   9.043108E-01
   1.042582E+01   3.740400E+00   9.523494E-01
   1.108046E+01   3.740500E+00   9.612976E-01
   1.019693E+01   3.740600E+00   9.880769E-01
   1.014971E+01   3.740700E+00   1.008914E+00
   1.129171E+01   3.740800E+00   9.984254E-01
   1.102417E+01   3.740900E+00   1.000755E+00
   1.036433E+01   3.741000E+00   1.040608E+00
   9.452562E+00   3.741100E+00   1.078659E+00
   9.374874E+00   3.741200E+00   1.070958E+00
   9.514882E+00   3.741300E+00   1.042634E+00
   9.525254E+00   3.741400E+00   1.017769E+00
   1.021216E+01   3.741500E+00   1.008313E+00
   1.021744E+01   3.741600E+00   1.009236E+00
   1.205913E+01   3.741700E+00   9.830352E-01
   1.228969E+01   3.741800E+00   9.601046E-01
   1.084959E+01   3.741900E+00   9.147663E-01
   8.824112E+00   3.742000E+00   9.114915E-01
   9.716338E+00   3.742100E+00   9.994857E-01
   1.008340E+01   3.742200E+00   1.038014E+00
   7.486855E+00   3.742300E+00   1.147658E+00
   1.087220E+01   3.742400E+00   9.632490E-01
   1.258546E+01   3.742500E+00   9.119725E-01
   9.493032E+00   3.742600E+00   1.068936E+00
   1.066836E+01   3.742700E+00   1.080009E+00
   1.016572E+01   3.742800E+00   1.109763E+00
   1.049427E+01   3.742900E+00   1.083481E+00
   8.650929E+00   3.743000E+00   1.121648E+00
   1.009410E+01   3.743100E+00   1.043074E+00
   1.134189E+01   3.743200E+00   1.008834E+00
   9.944693E+00   3.743300E+00   1.036730E+00
   9.042184E+00   3.743400E+00   1.082772E+00
   1.047426E+01   3.743500E+00   1.037419E+00
   9.925517E+00   3.743600E+00   1.041585E+00
   1.052289E+01   3.743700E+00   9.935769E-01
   1.017167E+01   3.743800E+00   9.923162E-01
   8.491965E+00   3.743900E+00   1.021924E+00
   7.726464E+00   3.744000E+00   1.000592E+00
   9.923549E+00   3.744100E+00   9.588035E-01
   9.423498E+00   3.744200E+00   1.047896E+00
   8.623809E+00   3.744300E+00   1.029244E+00
   1.106910E+01   3.744400E+00   9.416034E-01
   1.146011E+01   3.744500E+00   1.015126E+00
   8.862391E+00   3.744600E+00   1.132246E+00
   8.995923E+00   3.744700E+00   1.088191E+00
   1.147513E+01   3.744800E+00   9.594266E-01
   1.030854E+01   3.744900E+00   9.997010E-01
   1.039731E+01   3.745000E+00   9.838306E-01
   1.037774E+01   3.745100E+00   9.593890E-01
   1.012177E+01   3.745200E+00   9.661009E-01
   1.023556E+01   3.745300E+00   1.000597E+00
   8.781425E+00   3.745400E+00   1.061420E+00
   1.144015E+01   3.745500E+00   9.674909E-01
   9.971011E+00   3.745600E+00   9.764366E-01
   9.064616E+00   3.745700E+00   9.930886E-01
   1.038307E+01   3.745800E+00   1.020070E+00
   1.070671E+01   3.745900E+00   1.042695E+00
   9.756131E+00   3.746000E+00   1.071679E+00
   9.383709E+00   3.746100E+00   1.071548E+00
   1.203385E+01   3.746200E+00   9.414708E-01
   1.246212E+01   3.746300E+00   3.104288E-01
  -3.838413E-01   3.746400E+00   2.016298E-02
   5.551150E+00   3.746500E+00   2.943785E-03
   4.920647E+01   3.746600E+00   1.627360E-02
   1.499415E+00   3.746700E+00   3.211204E-02
